,common_name,scientific_name,Native,visit,year,month,day,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20
SWF-1227,Purple loosestrife,Lythrum salicaria,-3,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,White sweet clover,Melilotus albus,-3,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Marsh bedstraw,Galium palustre,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Canada goldenrod,Solidago canadensis,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Common St. John's Wort,Hypericum perforatum,-3,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1227,Queen Anne's Lace,Daucus carota,-2,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1127,No blooming,No blooming,,3,2018,July,4,100,100,100,,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100
SWF-1127,Rough bedstraw,Gallium asprellum,-1,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1127,Red osier dogwood,Cornus sericea,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1127,Tall buttercup,Ranunculus acris,-2,3,2018,July,4,,,,3,,,,,,,,,,,,,,,,
SWF-1127,Aslike clover,Trifolium hybridum,-1,3,2018,July,4,,,,6,,,,,,,,,,,,,,,,
SWF-1127,Canada Anenome,Anemone canadensis,n,3,2018,July,4,,,,5,,,,,,,,,,,,,,,,
SWF-1127,Cow vetch,Vicia cracca,-1,3,2018,July,4,,,,,,,,2,,,,,,,,,,,,
SWF-1127,Lady's thumbs,Persicaria maculosa,-1,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1127,Spiraea alba,Spiraea alba,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1127,Purple loosestrife,Lythrum salicaria,-3,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1127,Yarrow,Achillea millefolium,-1,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1127,Queen Anne's Lace,Daucus carota,-2,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1134,None blooming,,,3,2018,July,4,100,,,,100,,,,100,100,100,100,100,100,100,100,100,,,100
SWF-1134,Cow Vetch,Vicia cracca,-1,3,2018,July,4,,5,15,1,,,1,5,,,,,,,,,,,2,
SWF-1134,Bladder campion,Silene vulgaris,-1,3,2018,July,4,,,,,,,,5,,,,,,,,,,,,
SWF-1134,Ox-eye daisy,Leucanthemum vulgare,n,3,2018,July,4,,2,,,,,2,,,,,,,,,,,,,
SWF-1134,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,4,,,,,,,10,50,,,,,,,,,,,,
SWF-1134,Tall buttercup,Ranunculus acris,-2,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1134,Wild grape,Vitis riparia,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1134,Blue weed,Echium vulgare,-2,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1134,Rough bedstraw,Galium asprellum,n,3,2018,July,4,,1,,,,2,,,,,,,,,,,,5,,
SWF-1134,Annual fleabane,Erigeron annuus,n,3,2018,July,4,,,2,,,,,,,,,,,,,,,,,
SWF-1134,Staghorn sumac,Rhus typhina,n,3,2018,July,4,,,,100,,,,,,,,,,,,,,,,
SWF-1134,Queen Anne's Lace,Daucus carota,-2,3,2018,July,4,,,,,,,5,,,,,,,,,,,,,
SWF-1134,Purple Loosestrife,Lythrum salicaria,-3,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1134,Canada Thistle,Cirsium arvense,-1,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1134,Narrow leaved goldenrod,Euthamia graminifolia,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1134,Water plantain,Alisma plantago aquatica,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1133,None blooming,,,3,2018,July,4,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,,,,,
SWF-1133,Common Pepergrass,Lepidium virginicum,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1133,Bittersweet nightshade,Solanum dulcamara,-2,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1133,Rough bedstraw,Galium asprellum,n,3,2018,July,4,,,,,,,,,,,,,,,,,25,,25,
SWF-1133,Fragrant bedstraw,Galium triflorum,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1133,Red osier dogwood,Cornus stolonifera,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1133,Wild Mustard,Sinapis arvensis,-1,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1133,Wormseed mustard,Erysimum cheiranthoides,-1,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1133,Purple loosestrife,Lythrum salicaria,-3,3,2018,July,4,,,,,,,,,,,,10,,,,,,,,
SWF-1133,Blue vervain,Verbena hastata,n,3,2018,July,4,,,,,,,,,,,,,,,,10,,,,
SWF-1133,Canada thistle,Cirsium arvense,-1,3,2018,July,4,,,,,,,,,,,,,,,,,,1,,
SWF-1133,Crown vetch,Securigera varia,-3,3,2018,July,4,,,,,,,,,,,,,,,,,,,,50
SWF-1133,Allegheny monkeyflower,Mimulus regens,n,3,2018,July,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1314,No blooming,,,3,2018,July,6,100,100,,,100,,,,,,,100,,100,100,,100,,,100
SWF-1314,Hop clover,Trifolium aureum,-1,3,2018,July,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1314,White clover,Trifolium repens,-1,3,2018,July,6,,,,,,25,3,5,,,,,,,,,,,,
SWF-1314,Lesser Stitchwort,Stellaria graminea,-2,3,2018,July,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1314,Silvery cinquefoil,Potentilla argentea,-2,3,2018,July,6,,,,,,,5,5,,,,,,,,,,,,
SWF-1314,Dandelion,Taraxacum officinale,-2,3,2018,July,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1314,Bladder campion,Silene vulgaris,-1,3,2018,July,6,,,,,,,,,,5,10,,,,,,,,,
SWF-1314,Fragrant white water lily,Nymphaea odorata,n,3,2018,July,6,,,,,,,,,10,,,,5,,,,,,,
SWF-1314,PATH,PATH,,3,2018,July,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1314,Lance-leaved plantain,Plantago lanceolata,-1,3,2018,July,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1314,Ox-eye daisy,Leucanthemum vulgare,n,3,2018,July,6,,,,4,,,,,,,,,,,,,,1,1,
SWF-1314,Red clover,Trifolium pratense,-2,3,2018,July,6,,,,,,,,,,,,,,,,,,10,,
SWF-1314,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,6,,,5,10,,2,3,1,,,,,,,,,,25,5,
SWF-1314,Heal-all,Prunella vulgaris,-1,3,2018,July,6,,,2,1,,,,,,2,,,,,,,,,,
SWF-1314,White sweet clover,Melilotus albus,-3,3,2018,July,6,,,,1,,,,,,,1,,,,,,,,1,
SWF-1314,Common plantain,Plantago major,-1,3,2018,July,6,,,,,,,,1,,,,,,,,5,,,,
SWF-1314,Queen Anne's Lace,Daucus carota,-2,3,2018,July,6,,,,,,,,,,,5,,,,,,,,,
SWF-1314,Annual fleabane,Erigeron annuus,n,3,2018,July,6,,,,,,,,,,,10,,,,,,,,,
SWF-1314,Deptford pink,Dianthus armeria,-1,3,2018,July,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1314,Hop clover,Trifolium dubium,-1,3,2018,July,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,No blooming,,,3,2018,July,9,100,,,,100,,,,100,,,,100,,,,100,,,
SWF-1306,Cow Vetch,Vicia cracca,-1,3,2018,July,9,,5,1,,,50,5,10,,,,1,,1,1,,,6,,1
SWF-1306,Marsh bedstraw,Galium palustre,n,3,2018,July,9,,,,,,,,,,,,,,,,,,5,,
SWF-1306,Lesser Stitchwort,Stellaria graminea,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Wild red raspberry,Rubus idaeus,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Ox-eye daisy,Leucanthemum vulgare,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Wild mustard,Sinapis arvensis,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Wild parsnip,Pastinaca sativa,-3,3,2018,July,9,,15,2,,,3,,,,,,,,25,5,,,,,
SWF-1306,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,9,,10,1,,,1,1,6,,25,10,10,,,,,,,25,1
SWF-1306,Canada thistle,Cirsium arvense,-1,3,2018,July,9,,5,,,,5,10,5,,,,,,,,,,,,2
SWF-1306,Hop clover,Trifolium dubium,-1,3,2018,July,9,,,,1,,,,,,,,,,,,,,,,
SWF-1306,St. John's wort,Hypericum perforatum,-3,3,2018,July,9,,,,,,10,,,,,,,,,,,,,,
SWF-1306,White clover,Trifolium repens,-1,3,2018,July,9,,,,,,,,,,1,,,,,,,,,,
SWF-1306,Purple loosestrife,Lythrum salicaria,-3,3,2018,July,9,,,,,,,,,,,1,5,,,,,,,,
SWF-1306,Field bindweed,Convolvulus arvensis,-1,3,2018,July,9,,,,,,,,,,,,,,1,,,,,,
SWF-1306,Bittersweet nightshade,Solanum dulcamara,-2,3,2018,July,9,,,,,,,,,,,,,,,,1,,,,
SWF-1306,Perennial sow thistle,Sonchus arvensis ssp. arvensis,-1,3,2018,July,9,,,,,,,,,,,,,,,,,,,,1
SWF-1306,Mugwort,Artemisia vulgaris,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Canada goldenrod,Solidago canadensis,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Red clover,Trifolium pratense,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Narrow leaved goldenrod,Euthamia graminifolia,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Queen Anne's lace,Daucus carota,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1306,Hoary alyssum,Berteroa incana,-3,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,No blooming,,,3,2018,July,3,100,,,,100,,,,100,,,,100,,,,100,,,
SWF-1204,Cow Vetch,Vicia cracca,-1,3,2018,July,3,,1,6,,,1,2,1,,2,5,5,,5,10,15,,1,25,5
SWF-1204,Ground ivy,Glechoma hederacea,-2,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Fragrant bedstraw,Galium triflorum,n,3,2018,July,3,,5,15,,,,,,,,,,,,,,,,,
SWF-1204,Red osier dogwood,Cornus stolonifera,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Wild grape,Vitis riparia,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Tall buttercup,Ranunculus acris,-2,3,2018,July,3,,,,,,,,,,,,,,,,,,5,,
SWF-1204,Ox-eye daisy,Leucanthemum vulgare,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Field bindweed,Convolvulus arvensis,-1,3,2018,July,3,,2,,,,,,,,,,,,,5,,,,,
SWF-1204,Milkweed,Asclepias syriaca,n,3,2018,July,3,,,5,,,,5,,,,,5,,,,,,,,
SWF-1204,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,3,,,,,,10,,10,,,,,,,,,,5,5,2
SWF-1204,White sweet clover,Melilotus albus,-3,3,2018,July,3,,,,,,5,,,,,,,,,,,,,,
SWF-1204,white clover,Trifolium repens,-1,3,2018,July,3,,,,1,,,,,,,,,,,,,,,,
SWF-1204,Purple loosestrife,Lythrum salicaria,-3,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Narrow leaved goldenrod,Euthamia graminifolia,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Perennial sow thistle,Sonchus arvensis ssp. arvensis,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Canada goldenrod,Solidago canadensis,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Marsh hedge nettle,Stachys palustris,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Canada thistle,Cirsium arvense,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Aster lanceolata,Symphyotrichum lanceolatum,n,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1204,Yarrow,Achillea millefolium,-1,3,2018,July,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,No blooming,,,3,2018,July,9,100,,,,100,,,,100,,,,100,,,,100,,,
SWF-1310,Tall buttercup,Ranunculus acris,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Common fleabane,Erigeron philadelphicus,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Cow vetch,Vicia cracca,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Bladder campion,Silene vulgaris,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Yelow iris,Iris pseudacorus,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Fragrant bedstraw,Galium triflorum,n,3,2018,July,9,,,,,,1,,,,,,,,2,,,,,,
SWF-1310,Ox-eye daisy,Leucanthemum vulgare,n,3,2018,July,9,,2,,,,1,,,,,1,,,,,,,,,
SWF-1310,Ground ivy,Glechoma hederacea,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Wormseed mustard,Erysimum cheiranthoides,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,9,,1,1,,,2,,,,2,1,,,,,,,,,
SWF-1310,Lance-leaved plantain,Plantago lanceolata,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Lady's sorrel,Oxalis stricta,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Hop clover,Trifolium aureum,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Wild Rose,Rosa acicularis,n,3,2018,July,9,,,,,,,,,,,,25,,,,,,,,
SWF-1310,Rough bedstraw,Galium asprellum,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Silvery cinquefoil,Potentilla argentea,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Annual fleabane,Erigeron annuus,n,3,2018,July,9,,5,,,,,1,1,,,,,,2,,5,,,,
SWF-1310,Queen Anne's Lace,Daucus carota,-2,3,2018,July,9,,,10,15,,,,,,5,1,,,15,,,,5,5,2
SWF-1310,White sweet clover,Melilotus albus,-3,3,2018,July,9,,,1,,,,,,,,5,,,10,,,,,1,6
SWF-1310,Narrow leaved goldenrod,Euthamia graminifolia,n,3,2018,July,9,,,25,,,,,,,,,,,,,,,,,
SWF-1310,Yarrow,Achillea millefolium,-1,3,2018,July,9,,,,,,2,6,,,,,,,5,,,,15,1,
SWF-1310,Purple loosestrife,Lythrum salicaria,-3,3,2018,July,9,,,,,,2,,,,,,,,,,,,,,
SWF-1310,Heal-all,Prunella vulgaris,-1,3,2018,July,9,,,,,,3,,,,,,,,,,,,,,
SWF-1310,Black eyed Susan,Rudbeckia hirta,n,3,2018,July,9,,,,,,5,,,,,,,,,,,,,10,
SWF-1310,Common milkweed,Asclepias syriaca,n,3,2018,July,9,,,,,,,5,,,,,,,5,5,5,,,,
SWF-1310,Wild parsnip,Pastinaca sativa,-3,3,2018,July,9,,,,,,,,,,10,,,,,,,,,,
SWF-1310,Mugwort,Artemisia vulgaris,-1,3,2018,July,9,,,,,,,,,,,1,,,,,,,,,
SWF-1310,Crown vetch,Securigera varia,-3,3,2018,July,9,,,,,,,,,,,,,,10,,,,,,
SWF-1310,Bull thistle,Cirsium vulgare,-1,3,2018,July,9,,,,,,,,,,,,,,,2,,,,,
SWF-1310,St. John's wort,Hypericum perforatum,-3,3,2018,July,9,,,,,,,,,,,,,,,,,,,2,
SWF-1310,Canada goldenrod,Solidago canadensis,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Aster lanceolata,Symphyotrichum lanceolatum,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,common evening primrose,Oenothera biennis,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Catnip,Nepeta cataria,-2,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,No blooming,,,3,2018,July,10,100,,,,100,,100,,100,,,100,,,100,100,100,,,
SWF-1220,Wild red raspberry,Rubus idaeus,n,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Cow vetch,Vicia cracca,-1,3,2018,July,10,,1,,,,,,,,,,,,,,,,,,
SWF-1220,Silvery cinquefoil,Potentilla argentea,-2,3,2018,July,10,,,,2,,,,,,,,,,,,,,,,
SWF-1220,Hop clover,Trifolium aureum,-1,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Common chickweed,Stellaria media,-1,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,White clover,Trifolium repens,-1,3,2018,July,10,,,,,,,,1,,,,,,,,,,,,
SWF-1220,Lesser stitchwort,Stellaria graminea,-2,3,2018,July,10,,,,,,,,,,,,,,,,,,,,1
SWF-1220,Lucerne,Medicago sativa,-1,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Rough bedstraw,Galium asprellum,n,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Red clover,Trifolium pratense,-2,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Tall buttercup,Ranunculus acris,-2,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,10,,2,1,,,5,,1,,1,10,,,2,,,,3,10,
SWF-1220,Poison ivy,Toxicodendron radicans,n,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Aslike clover,Trifolium hybridum,-1,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Common milkweed,Asclepias syriaca,n,3,2018,July,10,,25,,,,,,,,,,,,,,,,,,
SWF-1220,Lady's bedstraw,Galium verum,n,3,2018,July,10,,2,,,,,,,,,,,,,,,,,,
SWF-1220,Queen Anne's lace,Daucus carota,-2,3,2018,July,10,,,2,1,,1,,,,,,,,,,,,2,,
SWF-1220,Crown vetch,Securigera varia,-3,3,2018,July,10,,,,,,2,,,,,,,,,,,,,,
SWF-1220,Deptford pink,Dianthus armeria,-1,3,2018,July,10,,,,,,1,,,,,,,,,,,,1,,
SWF-1220,Ox-eye daisy,Leucanthemum vulgare,n,3,2018,July,10,,,,,,1,,,,,,,,,,,,,,
SWF-1220,Yarrow,Achillea millefolium,-1,3,2018,July,10,,,,,,,,,,,1,,,,,,,,,
SWF-1220,Water plantain,Alisma plantago aquatica,n,3,2018,July,10,,,,,,,,,,,,,3,,,,,,,
SWF-1220,Field bindweed,Convolvulus arvensis,-1,3,2018,July,10,,,,,,,,,,,,,,,,,,,,2
SWF-1220,Common St. John's wort,Hypericum perforatum,-3,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Canada goldenrod,Solidago canadensis,n,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Perennial sow thistle,Sonchus arvensis ssp. arvensis,-1,3,2018,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,White sweet clover,Melilotus albus,-3,3,2018,August,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,No blooming,,,3,2018,July,9,,,,,100,,,,100,,,,100,,,100,,,,
SWF-1209,Flowering rush,Butomus umbellatus,-2,3,2018,July,9,5,,,,,,,,,,,,,,,,,,,
SWF-1209,Fragrant bedstraw,Galium triflorum,n,3,2018,July,9,,,1,1,,1,,,,,,,,,,,,1,,1
SWF-1209,Cow vetch,Vicia cracca,-1,3,2018,July,9,,3,1,,,5,1,,,,,,,,1,,,5,,1
SWF-1209,Bladder campion,Silene vulgaris,-1,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Bird's-foot trefoil,Lotus corniculatus,-2,3,2018,July,9,,,,,,,,1,,,,,,,,,,,,
SWF-1209,Blue flag,Iris versicolor,n,3,2018,July,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Canada anenome,Anemone canadensis,n,3,2018,July,9,,,,,,,,,,,,,,,1,,,,,
